sep=,
Result 3|time [s] Case 1,Result 3|weaDat.weaBus.TDryBul Case 1,Result 3|zonHVAC.TAir [K] Case 1
1521331.2,276.15640155794296,287.6395805496952
1524009.6,275.7492669183997,287.50804831864207
1526688,275.3014133333333,287.33719536961
1529366.4000000001,274.87612309333343,287.14919073454337
1532044.8,274.84999999999997,286.9748081473939
1533600,274.84999999999997,286.8775383956665
1533600,274.84999999999997,286.8775383956665
1534723.2,274.84999999999997,287.00401497174465
1537401.6,274.84999999999997,286.90110876512426
1540080,274.84999999999997,286.7827275969631
1542758.4000000001,274.84999999999997,286.6661444348243
1545436.8,274.84999999999997,286.5513689372623
1548115.2,274.84999999999997,286.4383711354113
1550793.6,274.84999999999997,286.32712834159224
1553472,274.84999999999997,286.2176106953322
1555200,274.84999999999997,286.14786141904176
1555200,274.84999999999997,286.14786141904176
1556150.4000000001,274.93614425599975,286.1122074114184
1558828.8,275.34999999999997,286.03374159061553
1561507.2,275.34999999999997,285.9385421240708
1564185.6,275.34999999999997,285.84282435962007
1566864,275.3005995294117,285.7473251957894
1569542.4000000001,274.8585816018826,285.6296154671907
1572220.8,274.40369523199985,285.5033441393798
1574899.2,274.4815471084305,285.39241955509937
1577577.6,274.7515592959997,285.3185421238246
1580256,274.25249599999995,285.19287697831675
1582934.4000000001,274.25,285.10218910735676
1584000,274.25,285.0856127580364
1584000,274.25,285.0856127580364
1585612.8,274.25,284.86518799310085
1588291.2,274.25,284.8207169263446
1590969.6,274.25,284.8062084565234
1593648,273.87083199999995,284.8000423901829
1596326.4000000001,273.75,284.8210729897358
1599004.8,273.7570447104,284.86028024869853
1601683.2,273.77195804160004,284.8878311263693
1604361.6,273.3796885247997,284.89840281762093
1607040,272.90999999999997,284.84916745829986
1609718.4000000001,272.4915325230546,284.75382872129916
1612396.8,272.56740299170906,284.6493943663412
1615075.2,272.17995779490917,284.4904173539757
1617753.6,272.04999999999995,284.30539651352717
1620000,272.04999999999995,284.1630041097659
1620000,272.04999999999995,284.1630041097659
1620432,272.04999999999995,284.2611240931312
1623110.4000000001,272.04999999999995,284.2157417258931
1625788.8,272.04999999999995,284.0957815864503
1628467.2,271.87930984960013,283.9719977711993
1631145.6,271.45,283.82242376922784
1633824,271.45,283.69796847358333
1636502.4000000001,271.45,283.576481997568
1639180.8,271.36809271466655,283.45438267723245
1641600,270.95,283.32397988996183
1641600,270.95,283.32397988996183
1641859.2,270.8983527234784,283.30927346854116
1644537.6,269.9955918933329,283.13358324103405
1647216,270.4740133565217,283.0046269870785
1649894.4000000001,270.782652690286,282.9157384087027
1652572.8,270.34999999999997,282.76643441728646
1655251.2,270.34999999999997,282.64097335537895
1657929.6,270.34999999999997,282.5188212114969
1660608,270.34999999999997,282.3985579643821
1663286.4000000001,270.34999999999997,282.2801660726419
1665964.8,270.34999999999997,282.1640604555132
1668643.2,270.34999999999997,282.0669787105678
1670400,270.34999999999997,282.02339770730555
1670400,270.34999999999997,282.02339770730555
1671321.6,270.34999999999997,281.8229095309091
1674000,270.34999999999997,281.73187808350764
1676678.4000000001,270.77487410501783,281.73329461965506
1679356.8,271.20852409683124,281.76815255554436
1682035.2,271.4962443081143,281.8146865904528
1684713.6,271.44338238537154,281.85188265548624
1687392,271.79248959999995,281.9174726003662
1690070.4000000001,272.5603999999995,282.412839935893
1692748.8,273.3788000000002,282.9663185043858
1695427.2,274.1971999999997,283.4018489088264
1698105.6,274.87770291200013,283.6829342109485
1700784,274.0225152711111,283.6553465296706
1703462.4000000001,272.1809043609609,283.41547522733356
1706140.8,270.9647942604799,283.1743889289125
1706400,270.95,283.1548861789198
1706400,270.95,283.1548861789198
1708819.2,270.95,283.2325092154738
1711497.6,270.95,283.1115772812694
1714176,271.0254688,282.99279942238
1716854.4000000001,272.0215336191997,282.9325759226215
1719532.8,272.04999999999995,282.84099858101484
1722211.2,272.04999999999995,282.7421512369699
1724889.6,272.04999999999995,282.64481222589865
1727568,272.04999999999995,282.54900811837007
1728000,272.04999999999995,282.53369905781074
1728000,272.04999999999995,282.53369905781074
1730246.4000000001,272.04999999999995,282.4547872293821
1732924.8,272.04999999999995,282.3619450439234
1735603.2,272.0674110719999,282.27084566603185
1738281.6,272.5218819840001,282.2057075053398
1740960,272.54999999999995,282.12975887264554
1743638.4000000001,272.54999999999995,282.04980211817383
1746316.8,272.54999999999995,281.9709975754458
1748995.2,272.54999999999995,281.8934116563874
1751673.6,272.54999999999995,281.8170871682111
1754352,272.742512,281.76448129736
1756800,273.75,281.85527800815134
1756800,273.75,281.85527800815134
1757030.4000000001,273.8399591372794,281.7964887384067
1759708.8,274.99673081344037,281.946235960057
1762387.2,276.93671353068237,282.26808424586443
1765065.6,278.6698538889853,282.80030625848883
1767744,279.915536,283.4275670303863
1770422.4000000001,281.13873449599936,283.9864190249475
1773100.8,282.0528971520002,284.4698799980052
1775779.2,282.86922364871083,284.8675752191037
1778457.6,283.7697540278862,285.1557269919195
1781136,285.0204073142857,285.3115198274945
1783814.4000000001,285.00163336197824,285.45067888544366
1786492.8,284.35458351667796,285.4704348744857
1789171.2,284.865868882208,285.53418173828044
1791849.6,280.68213739652043,285.3305410179547
1792800,279.25,285.22103899365607
1792800,279.25,285.22103899365607
1794528,277.31888289500193,285.27134003546894
1797206.4000000001,275.71688714857964,285.1006904258551
1799884.8,275.3506554164965,284.9935980898173
1802563.2,275.34999999999997,284.9111608395996
1805241.6,275.34999999999997,284.8314134769564
1807920,275.34999999999997,284.75289373945975
1810598.4000000001,275.34999999999997,284.67559480000716
1813276.8,274.9656446719998,284.5814649025533
1814400,274.84999999999997,284.5379520354818
1814400,274.84999999999997,284.5379520354818
1815955.2,274.84999999999997,284.4883480977617
1818633.6,274.84999999999997,284.40734800561205
1821312,274.84999999999997,284.32765430239465
1823990.4000000001,274.4884973451639,284.2331128457683
1826668.8,273.990227141818,284.1191490184262
1829347.2,273.75,284.0106984566051
1832025.6,273.75,283.9199194313734
1834704,273.75,283.8306725548362
1837382.4000000001,273.91456089599967,283.7484251112922
1840060.8,274.2275211519999,283.6904123372698
1842739.2,273.77247884800005,283.6001786782033
1843200,273.75,283.5884201954266
1843200,273.75,283.5884201954266
1845417.6,273.75,283.34069186242306
1848096,273.75,283.3745036498321
1850774.4000000001,273.75944597333324,283.610202532324
1853452.8,274.15509525333346,284.1664515083773
1856131.2,274.61070702079985,284.6694668539549
1858809.6,275.0243361536002,285.2407185842321
1861488,275.3927849142857,285.84071918165813
1864166.4000000001,275.85416218697117,286.39438173019073
1866844.8,275.9919980395789,286.8311281080272
1869523.2,276.22241133810496,287.12226317026557
1872201.6,276.3256085930657,287.2518293172592
1874880,274.3154258503401,287.03878971694985
1877558.4000000001,272.1924895425318,286.7255991810173
1879200,270.95,286.52498139061197
1879200,270.95,286.52498139061197
1880236.8,270.3984792319997,286.5931016771046
1882915.2,269.82992578844454,286.3870799129417
1885593.6,269.37769811911085,286.1708206517467
1888272,268.9877930105263,285.9539302095327
1890950.4000000001,268.5011061800426,285.73350002093827
1893628.8,267.5448196863999,285.4753460794201
1896307.2,268.0684504575998,285.28275493349076
1898985.6,267.55189426967206,285.07188160455604
1900800,267.04999999999995,284.89675278042665
1900800,267.04999999999995,284.89675278042665
1901664,267.1355098181818,284.8284719630805
1904342.4000000001,267.5475418879999,284.64742150005117
1907020.8,267.5418993454545,284.4532745750876
1909699.2,267.85852983954265,284.2716260236523
1912377.6,267.951561612358,284.1050821385338
1915056,266.4852708413793,283.8374274133264
1917734.4000000001,266.12040938952526,283.6058628559724
1920412.8,265.4073142946906,283.36679921643434
1923091.2,264.85916897047264,283.1122587934278
1925769.6,265.3233673984002,282.92277466151
1928448,265.2435342545454,282.76842687479075
1929600,265.34999999999997,282.77902575176927
1929600,265.34999999999997,282.77902575176927
1931126.4000000001,266.7356951528707,282.7337804505659
1933804.8,269.65074408170796,283.2206361636739
1936483.2,271.2848141133909,283.78745849126875
1939161.6,272.6641467959659,284.37906721484455
1941840,273.59,284.92853959726364
1944518.4000000001,274.4083999999995,285.4688468822503
1947196.8,275.2268000000002,286.05204036949374
1949875.2,275.7842429866665,286.56408432094844
1952553.6,276.1401358874485,286.9680735722004
1955232,276.51809644137927,287.2450775460795
1957910.4000000001,277.00746643332394,287.3676245228952
1960588.8,275.99072560298606,287.2441781699609
1963267.2,273.8497288652806,286.95881099570823
1965600,272.04999999999995,286.68656336055165
1965600,272.04999999999995,286.68656336055165
1965945.6,271.84893759999915,286.75532267522345
1968624,270.97816,286.6172164953447
1971302.4000000001,270.95,286.4370217290176
1973980.8,270.95,286.2653842875548
1976659.2,270.93371394560006,286.0958035733719
1979337.6,269.9480198911996,285.87746840233035
1982016,270.14478399999996,285.695615886011
1984694.4000000001,270.34999999999997,285.5407696854443
1987200,270.34999999999997,285.38453108971896
1987200,270.34999999999997,285.38453108971896
1987372.8,270.34999999999997,285.3738407517128
1990051.2,270.34999999999997,285.20933519193824
1992729.6,270.5788363339297,285.0563484962246
1995408,271.2731318588235,284.93818901821277
1998086.4000000001,272.04999999999995,284.8492155221108
2000764.8,272.04999999999995,284.7220671383848
2003443.2,272.04999999999995,284.59400451909227
2006121.6,272.04999999999995,284.4679109661628
2008800,272.04999999999995,284.3438092963367
2011478.4000000001,272.04999999999995,284.2222850071562
2014156.8,272.2178438912001,284.12402894717485
2016000,272.54999999999995,284.0760165734771
2016000,272.54999999999995,284.0760165734771
2016835.2,272.68919999999986,283.8807239052817
2019513.6,273.13560000000024,283.76978610569194
2022192,273.582,283.75075533953543
2024870.4000000001,274.23341561599943,283.78449829048003
2027548.8,274.93386121417143,283.87499222926124
2030227.2,274.83285943039994,283.9393018642639
2032905.6,275.73463111314334,284.0381381590459
2035584,275.7037408,284.1012838747842
2038262.4000000001,275.34999999999997,284.0971299405066
2040940.8,275.34999999999997,284.0819821290156
2043619.2,275.34999999999997,284.0331275204698
2046297.6,275.52356824576026,283.95604672299623
2048976,276.0160131446154,283.87791762944795
2051654.4000000001,275.9850265564555,283.7800937177158
2052000,275.95,283.7656721737509
2052000,275.95,283.7656721737509
2054332.8,273.32780439174934,283.7868836958143
2057011.2000000002,273.0088946909864,283.6278849438146
2059689.6,273.91913782299,283.58656694045965
2062368,274.8204653473684,283.56396241134985
2065046.4000000001,274.84999999999997,283.50462979996547
2067724.8,274.84999999999997,283.43898302516374
2070403.2000000002,274.86437314327264,283.37468809591945
2073081.6,275.2931054429093,283.33356741541616
2073600,275.34999999999997,283.32683570676545
2073600,275.34999999999997,283.32683570676545
2075760,275.3507700534759,283.2864406350925
2078438.4000000001,275.57354894693066,283.23857631977495
2081116.8,275.9092766171427,283.2171081279253
2083795.2000000002,275.4470726400001,283.14703123921464
2086473.6,275.07060598857123,283.0719206224527
2089152,274.58499675031055,282.9898045093982
2091830.4000000001,273.6595483347484,282.874508707679
2094508.8,272.17651468354757,282.71151381059394
2097187.2,272.04999999999995,282.59647300838253
2099865.6,272.04999999999995,282.512148482796
2102400,272.04999999999995,282.4483891966096
2102400,272.04999999999995,282.4483891966096
2102544,272.04999999999995,282.39066737645413
2105222.4,272.04999999999995,282.16938704381363
2107900.8000000003,272.04999999999995,282.35443996325455
2110579.2,271.9571352832001,282.43356489413344
2113257.6,271.4452767999999,282.38109848507975
2115936,271.39527999999996,282.37567876082
2118614.4,271.7907975423996,282.36934551865477
2121292.8000000003,272.04999999999995,282.37541500833026
2123971.2,272.04999999999995,282.47394223395753
2126649.6,272.04999999999995,282.86094947153157
2129328,271.86101778823524,283.07571148234126
2132006.4,271.2551715736823,283.0540655520172
2134684.8000000003,270.3916287010019,282.86658391481956
2137363.2,268.51533207040046,282.5842231372027
2138400,268.15,282.4753529653409
2138400,268.15,282.4753529653409
2140041.6,268.15,282.560768156004
2142720,268.15,282.4111606412855
2145398.4,268.15,282.2585064066476
2148076.8000000003,268.15,282.1080301638729
2150755.2,268.15,281.96000162607277
2153433.6,268.15,281.8142394283749
2156112,268.15,281.6707137052124
2158790.4,267.4541312496947,281.49820763105555
2160000,267.04999999999995,281.40488732442265
2160000,267.04999999999995,281.40488732442265
2161468.8000000003,266.75040258559983,281.3000697339928
2164147.2,266.42560551131425,281.119036677878
2166825.6,266.48287531519986,280.9618425012066
2169504,266.14026151260504,280.7881802042494
2172182.4,265.71431413609434,280.6043383121824
2174860.8000000003,265.331162419677,280.4152462617931
2177539.2,265.88897321262095,280.2760214402814
2180217.6,266.0634917542956,280.1374579013333
2182896,265.60089317647055,279.9682746454412
2185574.4,264.7699586243768,279.7636366205194
2188252.8000000003,264.30495141195286,279.5870325984942
2188800,264.25,279.55442841997643
2188800,264.25,279.55442841997643
2190931.2,264.2817171273142,279.22620961338265
2193609.6,264.1000777983998,279.09269230177523
2196288,263.702,278.987661935094
2198966.4,263.25560000000024,278.9002727528106
2201644.8000000003,262.76738792959986,278.7990705665206
2204323.2,262.5056950016,278.6995210889933
2207001.6,262.54999999999995,278.691292395414
2209680,262.54999999999995,278.8286116991404
2212358.4,262.4062490880002,278.6800582116021
2215036.8000000003,261.5256845951995,278.54244144621606
2217715.2,259.8130281728002,278.358288768439
2220393.6,259.0022636629329,278.1520650498375
2223072,258.11767999999995,277.82289552368826
2224800,257.54999999999995,277.60283694427875
2224800,257.54999999999995,277.60283694427875
2225750.4,257.3501490432002,277.67033640455304
2228428.8000000003,257.0431522559998,277.42927372725086
2231107.2,256.19930150400023,277.1337425912166
2233785.6,255.59765350399974,276.8362915599325
2236464,255.31689439999997,276.5537795959467
2239142.4,255.35841674240018,276.2964323078486
2241820.8000000003,254.51935898879972,275.9964331253776
2244499.2,253.95992012800008,275.6919271652588
2246400,253.74999999999997,275.4864758807568
2246400,253.74999999999997,275.4864758807568
2247177.6,253.7267844770909,275.405241328859
2249856,253.7596698181818,275.1391290508181
2252534.4,253.25976532480024,274.8503542069709
2255212.8000000003,253.14999999999998,274.57132645639814
2257891.2,253.14999999999998,274.3072745754212
2260569.6,253.14999999999998,274.0474106119391
2263248,253.14999999999998,273.79158676859305
2265926.4,252.72443425280065,273.5245917324012
2268604.8000000003,252.04999999999998,273.2187412279798
2271283.2,252.04999999999998,272.9779193224596
2273961.6,252.04999999999998,272.9430102296875
2275200,252.04999999999998,273.0377229597755
2275200,252.04999999999998,273.0377229597755
2276640,252.2788,273.0275844218908
2279318.4,253.4221907583991,273.5069522233429
2281996.8000000003,255.16426318720036,274.13184081556676
2284675.2,256.12514799999974,274.78293575924664
2287353.6,256.6846916800002,275.4027357785733
2290032,257.156392,275.9617056923757
2292710.4,258.0456684159996,276.52586213153154
2295388.8000000003,258.2623151390117,277.0210609612282
2298067.2,257.9569618085648,277.3450525754104
2300745.6,257.52076483723624,277.52864527559706
2303424,257.6083540363636,277.6346766068173
2306102.4,256.6134797614554,277.4441230685775
2308780.8000000003,255.68388517934528,277.08342888845243
2311200,255.34999999999997,276.7728473659022
2311200,255.34999999999997,276.7728473659022
2311459.2,255.3385009664,276.82900774520056
2314137.6,255.36744673279998,276.6731241129993
2316816,254.9888933333333,276.39446308811205
2319494.4,254.97343615999978,276.12045055030666
2322172.8000000003,255.3784846976001,275.8843577196018
2324851.2,255.90219760639988,275.6666836331415
2327529.6,255.95,275.4357382890004
2330208,255.95,275.2018889983574
2332800,255.95,274.9789842208155
2332800,255.95,274.9789842208155
2332886.4,255.95,274.9716249355134
2335564.8000000003,255.95,274.7450513158032
2338243.2,255.95,274.52188350047385
2340921.6,255.95,274.30216974417186
2343600,255.95,274.08590923104316
2346278.4,256.36847321599976,273.89342733913776
2348956.8000000003,256.45,273.7000388416552
2351635.2,256.45,273.50094120759104
2354313.6,256.45,273.30485640798827
2356992,256.45,273.1121669872837
2359670.4,256.6280523248938,272.94853148282726
2361600,257.04999999999995,272.85890707649673
2361600,257.04999999999995,272.85890707649673
2362348.8000000003,257.22960889725505,272.6607188040178
2365027.2,258.0876287288886,272.51553257187953
2367705.6,259.7508256893978,272.5175918544208
2370384,260.4150496,272.5525412268143
2373062.4,260.61277201919927,272.5362335567386
2375740.8000000003,261.9774180096002,272.5973991201084
2378419.2,262.3458193232841,272.66678062731586
2381097.6,263.05387816376196,272.88502486531877
2383776,263.8687175384615,273.04632605647345
2386454.4,264.2255518424614,273.01194489536715
2389132.8000000003,264.22821762953845,272.9539868542133
2391811.2,264.4683518114907,272.871278428033
2394489.6,264.8733298850909,272.79152943640844
2397168,264.828112,272.68822686844743
2397600,264.84999999999997,272.6722407045751
2397600,264.84999999999997,272.6722407045751
2399846.4,265.215153000727,272.83677859201083
2402524.8000000003,265.34999999999997,272.80200304397096
2405203.2,265.34999999999997,272.75511353420944
2407881.6,265.34999999999997,272.70886129727234
2410560,265.02599999999995,272.6492619182663
2413238.4,264.84999999999997,272.58324938428
2415916.8000000003,264.84999999999997,272.5317426363776
2418595.2,264.84999999999997,272.48118608547435
2419200,264.84999999999997,272.4698790795728
2419200,264.84999999999997,272.4698790795728
2421273.6,265.0798302836366,272.44085346689786
2423952,265.5757082181818,272.4245302141053
2426630.4,265.95,272.41472172619063
2429308.8000000003,265.95,272.3840448491929
2431987.2,265.95,272.3529142264179
2434665.6,265.95,272.32220766185947
2437344,265.95284799999996,272.2920343524004
2440022.4,266.4343489279998,272.2873159430364
2442700.8000000003,266.21437739519985,272.26013641106766
2445379.2,265.79310130915565,272.22136914342343
2448000,265.34999999999997,272.2171914648692
2448000,265.34999999999997,272.2171914648692
2448057.6,265.3395897599997,272.19447146651845
2450736,264.46536,272.0239592289305
2453414.4,264.4922383333513,272.0351500140978
2456092.8000000003,264.7338380861791,272.106787105989
2458771.2,264.2485335154758,272.1834984321808
2461449.6,264.73164948329435,272.5481201178121
2464128,264.85044047058824,273.0468628770508
2466806.4,264.9522948266664,273.49292530035643
2469484.8000000003,265.3586775466666,273.86338138973906
2472163.2,265.01079506285726,274.19114691231454
2474841.6,264.59038135954256,274.3900410417038
2477520,264.0055777777778,274.43178193415264
2480198.4,262.58995065884477,274.2702445815809
2482876.8000000003,262.58416011733334,274.08864789227147
2484000,262.54999999999995,274.02289758136226
2484000,262.54999999999995,274.02289758136226
2485555.2,262.3467050240001,274.13530609701843
2488233.6,261.94511545173305,274.0041762609321
2490912,261.4947125333333,273.8579534707224
2493590.4,261.12165890560016,273.71093972660566
2496268.8000000003,260.70742213119985,273.5599653406076
2498947.2,260.2686500577883,273.4014486182068
2501625.6,259.9020065776939,273.2433174875867
2504304,259.4876847058823,273.08037506740726
2505600,259.25,272.9980012710822
2505600,259.25,272.9980012710822
2506982.4,258.48784012498936,272.8908730894035
2509660.8000000003,256.96295108747097,272.6303314751642
2512339.2,256.5180398010443,272.4253990720531
2515017.6,256.06698175999975,272.2197565667364
2517696,255.95,272.02585580594734
2520374.4,255.95,271.8447713236637
2523052.8000000003,255.95,271.6666450449388
2525731.2,256.8825146111995,271.5312561137688
2528409.6,257.7516000000002,271.4376155703031
2531088,258.198,271.32626843123853
2533766.4,258.64439999999973,271.2580743404913
2534400,258.75,271.2442079414527
2534400,258.75,271.2442079414527
2536444.8000000003,259.2869553920002,270.9939760924429
2539123.2,260.48044633599943,270.9833037114708
2541801.6,262.1095239779559,271.05658256438034
2544480,262.40768888888886,271.07727003210556
2547158.4,263.2623601663994,271.1543499435427
2549836.8000000003,263.9033300480001,271.25448542534053
2552515.2,264.2679093333332,271.34605973333095
2555193.6,264.7083573333336,271.44011394169615
2557872,265.411704,271.5151634829318
2560550.4,266.0299366656,271.57567769573836
2563228.8000000003,265.9545050368001,271.56213356474655
2565907.2,266.82889669119976,271.5630212417906
2568585.6,267.17486237866666,271.5396080434144
2570400,267.04999999999995,271.50391378028377
2570400,267.04999999999995,271.50391378028377
2571264,266.831041275817,271.65888102378983
2573942.4,265.9517253282301,271.62585453812994
2576620.8000000003,266.2403380480001,271.6145356248901
2579299.2,267.0238281471997,271.64217202560604
2581977.6,267.56493406719994,271.6823469712547
2584656,267.0880809142857,271.66561556074873
2587334.4,266.2599612769528,271.61453523449626
2590012.8000000003,265.52490892799983,271.5532786290134
2592000,265.34999999999997,271.51705706331745
2592000,265.34999999999997,271.51705706331745
2592691.2,265.44223257148224,271.51271449478054
2595369.6,265.9147911213179,271.51463143334286
2598048,266.36603199999996,271.5243671163665
2600726.4,266.45,271.52247883098113
2603404.8000000003,266.45,271.51251558943267
2606083.2,266.45,271.50263071406
2608761.6,266.45,271.49290056472
2611440,266.61182857142853,271.4888625309268
2614118.4,267.12321150902835,271.51344446617804
2616796.8000000003,267.4926871808001,271.53800997231343
2619475.2,267.9098186666665,271.59884971989385
2620800,268.15,271.6518466825343
2620800,268.15,271.6518466825343
2622153.6,268.5246524160005,271.5171453353145
2624832,269.342352,271.6666919897102
2627510.4,269.7493216232724,271.8633405134757
2630188.8000000003,270.5657738589093,272.1009683673717
2632867.2,271.13676613119986,272.35141138087437
2635545.6,271.5043914715431,272.6411213978813
2638224,271.96260159999997,273.02566830667223
2640902.4,272.14453992228573,273.19227879947516
2643580.8000000003,271.8542579967998,273.28859240909463
2646259.2,271.45,273.3312616387336
2648937.6,271.45,273.3666772581044
2651616,271.45,273.37500264613215
2654294.4,271.3394704640002,273.3632970425317
2656800,270.95,273.32826182891284
2656800,270.95,273.32826182891284
2656972.8000000003,270.952934144,273.38999094970563
2659651.2,271.36963961599986,273.57243898162517
2662329.6,271.4562558621538,273.61793027674435
2665008,271.6492635076923,273.65803644968105
2667686.4,272.02091476480047,273.72994615408
2670364.8000000003,270.9240849663996,273.7123533222944
2673043.2,269.73080000000033,273.66468101529864
2675721.6,268.5403999999993,273.59932481670756
2678400,267.34999999999997,273.5164368327052
2678400,267.34999999999997,273.5164368327052
