sep=,
Result 3|time [s] Case 1,Result 3|weaDat.weaBus.TDryBul Case 1,Result 3|zonHVAC.TAir [K] Case 1
1301702.4000000001,266.90906425976516,280.03186309565996
1304380.8,266.1572855335383,279.8482833000293
1307059.2,265.98755980799984,279.68524494931165
1309737.6,267.31463161600067,279.61036072769974
1312416,267.96183644444443,279.5370508308417
1315094.4000000001,268.1500544073143,279.44320075075063
1317772.8,268.1751165872553,279.3346644162436
1320451.2,268.6249623906363,279.2559071977983
1323129.6,268.98335197988587,279.2073462909215
1324800,269.25,279.2490902937096
1324800,269.25,279.2490902937096
1325808,269.77566399999995,279.12516932272587
1328486.4000000001,272.1054904137133,279.39509135579
1331164.8,273.8026743040004,279.76132908704176
1333843.2,275.1328718036971,279.9129479245846
1336521.6,276.3612440724443,280.1033474786639
1339200,277.54999999999995,280.5394050795245
1341878.4000000001,279.6194865919987,281.2844393887344
1344556.8,281.56500421851473,282.0097763446182
1347235.2,282.810696594618,282.47174168961914
1349913.6,283.14270045323644,282.7111865540672
1352592,283.2318193201581,282.88085200635237
1355270.4000000001,282.33252334747925,282.91012275331883
1357948.8,281.45,282.84944685854794
1360627.2,281.45,282.8471397176173
1360800,281.45,282.84711253025296
1360800,281.45,282.84711253025296
1363305.6,281.45,283.0823964881743
1365984,281.6962592,283.13560861348236
1368662.4000000001,282.0014098688002,283.20848577248825
1371340.8,281.4698254049881,283.22856752398394
1374019.2,281.50072161129407,283.2667494881202
1376697.6,281.260556294095,283.2976993887147
1379376,280.8548064,283.3109746975794
1382054.4000000001,280.4038162176002,283.3138634529547
1382400,280.34999999999997,283.3138548667167
1382400,280.34999999999997,283.3138548667167
1384732.8,280.0293758207999,283.3131637639159
1387411.2,279.6208775680001,283.3067039095086
1390089.6,279.1787098879998,283.2906884850636
1392768,278.841416,283.2750410851018
1395446.4000000001,278.0241931520005,283.2304844806215
1398124.8,277.12985714018436,283.16222256115225
1400803.2,276.34427200000016,283.0878953668728
1403481.6,275.9603679999999,283.02269763672746
1406160,275.95,282.9794547276093
1408838.4000000001,275.95,282.9937297025129
1411200,275.95,283.1960291260587
1411200,275.95,283.1960291260587
1411516.8,275.95001971199997,283.14201797486805
1414195.2,276.2326791098179,283.54913252002325
1416873.6,278.0022222984325,284.2850396298147
1419552,280.0046697142857,285.0827090320107
1422230.4000000001,281.5587999999993,285.8832135519391
1424908.8,282.82360000000034,286.68137869563367
1427587.2,284.08839999999964,287.3663685621285
1430265.6,285.0039042133331,287.95329525117234
1432944,284.22985919999996,288.25003949662437
1435622.4000000001,283.8589539712002,288.2600688880159
1438300.8,283.4646605531427,288.2720781638032
1440979.2,282.80260769280034,288.2353277837901
1443657.6,281.4290368795374,288.0999815497678
1446336,280.55936193368984,287.95790136211394
1447200,280.34999999999997,287.91458492569444
1447200,280.34999999999997,287.91458492569444
1449014.4000000001,280.0326859985456,288.0494544543501
1451692.8,279.82755266327274,287.98109202314487
1454371.2,279.8521311767273,287.9252029054303
1457049.6,279.3822855423997,287.84422979485004
1459728,279.1871008,287.76448066378356
1462406.4000000001,279.3460196607997,287.7058970634527
1465084.8,279.8423974144,287.6751458056995
1467763.2,279.35324500480016,287.6027493774429
1468800,279.25,287.56929640964324
1468800,279.25,287.56929640964324
1470441.6,279.53749158400035,287.5416909060097
1473120,279.84999999999997,287.51120309575884
1475798.4000000001,279.84999999999997,287.4613234918717
1478476.8,279.84999999999997,287.41186066431464
1481155.2,279.84999999999997,287.36314977916663
1483833.6,279.8910122240002,287.31609535555936
1486512,280.340912,287.2955606554449
1489190.4000000001,280.34999999999997,287.26008632363227
1491868.8,280.34999999999997,287.2215923264975
1494547.2,280.32419913309093,287.18560905276905
1497225.6,279.8878699170907,287.13576759299184
1497600,279.84999999999997,287.12936033631456
1497600,279.84999999999997,287.12936033631456
1499904,279.9011069090909,286.89502247604946
1502582.4000000001,279.62638543360026,287.01070161199044
1505260.8,279.1860382683427,287.2301692863808
1507939.2,278.82352881737154,287.5354379008462
1510617.6,278.3803999999997,287.8322541911984
1513296,277.93399999999997,287.8857505924385
1515974.4000000001,277.4725008640003,287.822469963031
1518652.8,276.5723441919998,287.73614315150064
