sep=,
Result 1|time [s] Case 1,Result 1|heatEnergy.y Case 1
1162425.6,1021.4587139549516
1165104,1023.8133828820942
1167782.4000000001,1026.0039657681407
1170460.8,1027.9367968718484
1173139.2,1028.8083666766636
1175817.6,1029.1378230794844
1178496,1029.460298930508
1181174.4000000001,1030.2855799168292
1183852.8,1031.881671884834
1186531.2,1034.2010994070897
1188000,1035.6858922917538
1188000,1035.6858922917538
1189209.6,1036.797223878416
1191888,1039.4514315067936
1194566.4000000001,1042.2742924555364
1197244.8,1045.2690729334495
1199923.2,1048.6779136719754
1202601.6,1052.0952388333674
1205280,1055.7334538935963
1207958.4000000001,1059.763981889166
1209600,1062.4448208483448
1209600,1062.4448208483448
1210636.8,1064.142146141397
1213315.2,1068.4459289662857
1215993.6,1072.6641181983268
1218672,1076.8242662296389
1221350.4000000001,1080.9438996123315
1224028.8,1084.983269370522
1226707.2,1088.8665474710715
1229385.6,1092.5923632534875
1232064,1096.2482318372588
1234742.4000000001,1099.6212070084155
1237420.8,1102.643216204775
1238400,1103.6505513591508
1238400,1103.6505513591508
1240099.2,1105.483815783156
1242777.6,1107.663377122715
1245456,1108.7331899980334
1246896.4725699108,1108.871467635746
1246896.4725699108,1108.871467635746
1246899.798565843,1108.871467635746
1246899.798565843,1108.871467635746
1248134.4000000001,1108.871467635746
1250812.8,1108.871467635746
1253491.2,1108.871467635746
1256169.6,1108.871467635746
1258848,1108.871467635746
1261526.4000000001,1108.871467635746
1264204.8,1108.871467635746
1266883.2,1108.871467635746
1269561.6,1108.871467635746
1272240,1108.871467635746
1274400,1108.9424373928966
1274400,1108.9424373928966
1274918.4000000001,1108.9650876790931
1277596.8,1109.79588122389
1280275.2,1111.375992719795
1282953.6,1113.1581963283138
1285632,1115.14563796055
1288310.4000000001,1117.5908564721587
1290988.8,1120.3486578519244
1293667.2,1122.8532551197748
1296000,1125.2694449199705
1296000,1125.2694449199705
1296345.6,1125.6434258554016
1299024,1128.5809947043049
1301702.4000000001,1131.6195617912397
1304380.8,1134.8065857538552
1307059.2,1138.0615307108358
1309737.6,1141.1341414874082
1312416,1143.9475707063973
1315094.4000000001,1146.690504418839
1317772.8,1149.4609597135525
1320451.2,1152.1883463647873
1323129.6,1154.822429407985
1324800,1156.3553407035672
1324800,1156.3553407035672
1325808,1157.348693428648
1328486.4000000001,1159.3751978326225
1331164.8,1160.565487375596
1333843.2,1161.4106812824323
1336521.6,1162.219310740276
1339200,1162.5861917216973
1339205.353235858,1162.5861933147066
1339205.353235858,1162.5861933147066
1339208.8145157055,1162.5861933147066
1339208.8145157055,1162.5861933147066
1341878.4000000001,1162.5861933147066
1344556.8,1162.5861933147066
1347235.2,1162.5861933147066
1349913.6,1162.5861933147066
1352592,1162.5861933147066
1355270.4000000001,1162.5861933147066
1357948.8,1162.5861933147066
1360627.2,1162.5861933147066
1360800,1162.5861933147066
1360800,1162.5861933147066
1363305.6,1162.5861933147066
1365984,1162.5861933147066
1368662.4000000001,1162.5865985968824
1371340.8,1162.8873306687585
1374019.2,1163.4975453397983
1376697.6,1164.2791830769104
1379376,1165.2472663383264
1382054.4000000001,1166.376278435173
1382400,1166.531913328016
1382400,1166.531913328016
1384732.8,1167.6278113259818
1387411.2,1168.9705949071106
1390089.6,1170.4052822938356
1392768,1171.904563524017
1395446.4000000001,1173.50275342464
1398124.8,1175.272309808043
1400803.2,1177.1795719124234
1403481.6,1179.1660516287593
1406160,1181.1280231369897
1408838.4000000001,1182.9961777916333
1411200,1184.344892809068
1411200,1184.344892809068
1411516.8,1184.5223567516948
1414195.2,1185.5860993431238
1415331.9497476183,1185.699149026905
1415331.9497476183,1185.699149026905
1415334.8538085348,1185.699149026905
1415334.8538085348,1185.699149026905
1416873.6,1185.699149026905
1419552,1185.699149026905
1422230.4000000001,1185.699149026905
1424908.8,1185.699149026905
1427587.2,1185.699149026905
1430265.6,1185.699149026905
1432944,1185.699149026905
1435622.4000000001,1185.699149026905
1438300.8,1185.699149026905
1440979.2,1185.699149026905
1443657.6,1185.699149026905
1446336,1185.699149026905
1447200,1185.699149026905
1447200,1185.699149026905
1449014.4000000001,1185.699149026905
1451692.8,1185.699149026905
1454371.2,1185.699149026905
1457049.6,1185.699149026905
1459728,1185.699149026905
1462406.4000000001,1185.699149026905
1465084.8,1185.699149026905
1467763.2,1185.9197024429247
1468800,1186.1462752553605
1468800,1186.1462752553605
1470441.6,1186.5799819868616
1473120,1187.3770418829563
1475798.4000000001,1188.3268430683572
1478476.8,1189.395597565128
1481155.2,1190.5449447562537
1483833.6,1191.7485530725364
1486512,1192.9277283432045
1489190.4000000001,1194.0912436373071
1491868.8,1195.2843700743115
1494547.2,1196.495913502123
1497225.6,1197.7580058153242
1497600,1197.9407591169688
1497600,1197.9407591169688
1499904,1199.3958150934318
1502582.4000000001,1200.8010152371423
1505260.8,1201.7801782355352
1507939.2,1202.3158171922587
1510617.6,1202.4938835875662
1513296,1202.7143732827049
1515974.4000000001,1203.366567742175
1518652.8,1204.3606285341557
1521331.2,1205.6468484554894
1524009.6,1207.1439552373874
1526688,1208.8844707151648
1529366.4000000001,1210.843531097378
1532044.8,1212.9296149244037
1533600,1214.1648004527128
1533600,1214.1648004527128
1534723.2,1214.8892786802855
1537401.6,1216.6600168568525
1540080,1218.4928769211635
1542758.4000000001,1220.3679665208251
1545436.8,1222.271742262728
1548115.2,1224.1948774150537
1550793.6,1226.131158104563
1553472,1228.0763780900988
1555200,1229.334718164404
1555200,1229.334718164404
1556150.4000000001,1230.0255425287708
1558828.8,1231.907197059735
1561507.2,1233.7637817673376
1564185.6,1235.6342238237753
1566864,1237.5150592831824
1569542.4000000001,1239.4591775206684
1572220.8,1241.5009725950981
1574899.2,1243.6000303798294
1577577.6,1245.57940396719
1580256,1247.620648074136
1582934.4000000001,1249.688607420999
1584000,1250.4871354547786
1584000,1250.4871354547786
1585612.8,1251.8964642574238
1588291.2,1254.0830440314628
1590969.6,1256.0875739217813
1593648,1257.9530278522955
1596326.4000000001,1259.7243675805075
1599004.8,1261.3396350492349
1601683.2,1262.8634046685092
1604361.6,1264.3634826719342
1607040,1265.9685485753105
1609718.4000000001,1267.7519926836533
1612396.8,1269.671204084099
1615075.2,1271.7415833404825
1617753.6,1274.0366379846168
1620000,1276.043196691034
1620000,1276.043196691034
1620432,1276.3737574384822
1623110.4000000001,1278.4221930099843
1625788.8,1280.5615114937855
1628467.2,1282.7662942403285
1631145.6,1285.1058928546126
1633824,1287.4922497072885
1636502.4000000001,1289.8834418589859
1639180.8,1292.2805719125117
1641600,1294.5021540316557
1641600,1294.5021540316557
1641859.2,1294.7453115224237
1644537.6,1297.3553364645509
1647216,1300.0394115268134
1649894.4000000001,1302.5101873727006
1652572.8,1305.055677084329
1655251.2,1307.6295992355701
1657929.6,1310.1937660698275
1660608,1312.7513024441912
1663286.4000000001,1315.3042849145545
1665964.8,1317.8540624252992
1668643.2,1320.3861741975365
1670400,1322.0087217479509
1670400,1322.0087217479509
1671321.6,1322.9874312064533
1674000,1325.7275331871517
1676678.4000000001,1328.2254098507037
1679356.8,1330.4298521505552
1682035.2,1332.4155980143876
1684713.6,1334.2829568336883
1687392,1336.0477506022842
1690070.4000000001,1337.1672873040072
1692117.269747384,1337.3627909382637
1692117.269747384,1337.3627909382637
1692121.1035388927,1337.3627909382635
1692121.1035388927,1337.3627909382635
1692748.8,1337.3627909382635
1695427.2,1337.3627909382635
1698105.6,1337.3627909382635
1700784,1337.404471164226
1703462.4000000001,1338.3478028590837
1706140.8,1340.1401695582824
1706400,1340.3423444074608
1706400,1340.3423444074608
1708819.2,1341.957001921956
1711497.6,1343.9480214493635
1714176,1346.0909704385394
1716854.4000000001,1348.2062006929675
1719532.8,1350.2966154598435
1722211.2,1352.462220079227
1724889.6,1354.6789710370106
1727568,1356.930474643809
1728000,1357.2960363827312
1728000,1357.2960363827312
1730246.4000000001,1359.2054506813424
1732924.8,1361.4966025388796
1735603.2,1363.7984849080738
1738281.6,1366.0543836904294
1740960,1368.2647302825394
1743638.4000000001,1370.4908906015091
1746316.8,1372.7282004690007
1748995.2,1374.9730617814432
1751673.6,1377.2228301629068
1754352,1379.4569884109833
1756800,1381.2568546183388
1756800,1381.2568546183388
1757030.4000000001,1381.4241503075255
1759708.8,1383.1422401773948
1762387.2,1384.1521225446681
1764142.1084254656,1384.3566174697514
1764142.1084254656,1384.3566174697514
1764145.5078930466,1384.3566174697512
1764145.5078930466,1384.3566174697512
1765065.6,1384.3566174697512
1767744,1384.3566174697512
1770422.4000000001,1384.3566174697512
1773100.8,1384.3566174697512
1775779.2,1384.3566174697512
1778457.6,1384.3566174697512
1781136,1384.3566174697512
1783814.4000000001,1384.3566174697512
1786492.8,1384.3566174697512
1789171.2,1384.3566174697512
1791849.6,1384.3566174697512
1792800,1384.3566174697512
1792800,1384.3566174697512
1794528,1384.3566174697512
1797206.4000000001,1384.9719914532568
1799884.8,1386.1551366694089
1802563.2,1387.5918906466513
1805241.6,1389.1773469639725
1807920,1390.8639579994701
1810598.4000000001,1392.6188211180972
1813276.8,1394.45195898111
1814400,1395.2603583771847
1814400,1395.2603583771847
1815955.2,1396.3887812878836
1818633.6,1398.3375388794204
1821312,1400.2911155636293
1823990.4000000001,1402.2749256153295
1826668.8,1404.3686715721578
1829347.2,1406.5384346604644
1832025.6,1408.7002032158418
1834704,1410.8439724588754
1837382.4000000001,1412.9689101223548
1840060.8,1415.0038655401274
1842739.2,1417.0617327984205
1843200,1417.4215758123348
1843200,1417.4215758123348
1845417.6,1419.4479301418764
1848096,1421.6580347820948
1850774.4000000001,1423.4111070000324
1853452.8,1424.1991345706003
1854895.4756210449,1424.2839790257547
1854895.4756210449,1424.2839790257547
1854899.3301660698,1424.2839790257547
1854899.3301660698,1424.2839790257547
1856131.2,1424.2839790257547
1858809.6,1424.2839790257547
1861488,1424.2839790257547
1864166.4000000001,1424.2839790257547
1866844.8,1424.2839790257547
1869523.2,1424.2839790257547
1872201.6,1424.2839790257547
1874880,1424.2839790257547
1877558.4000000001,1424.2839790257547
1879200,1424.5982065416156
1879200,1424.5982065416156
1880236.8,1424.8746952796293
1882915.2,1426.12284312372
1885593.6,1427.9028089580922
1888272,1430.0542910652825
1890950.4000000001,1432.4658791613872
1893628.8,1435.1646933206312
1896307.2,1437.9717139283314
1898985.6,1440.7426309479797
1900800,1442.7514747854657
1900800,1442.7514747854657
1901664,1443.7186009287168
1904342.4000000001,1446.6455092143735
1907020.8,1449.5298703629483
1909699.2,1452.4053996074365
1912377.6,1455.1887185266044
1915056,1458.1854210091913
1917734.4000000001,1461.3702382681793
1920412.8,1464.6150457657586
1923091.2,1468.0061913057034
1925769.6,1471.3302570523838
1928448,1474.519986480696
1929600,1475.8076788428627
1929600,1475.8076788428627
1931126.4000000001,1477.4735491250917
1933804.8,1479.2102978352777
1936483.2,1479.7574490878767
1936721.9714205093,1479.7606601604068
1936721.9714205093,1479.7606601604068
1936725.4254190014,1479.7606601604068
1936725.4254190014,1479.7606601604068
1939161.6,1479.7606601604068
1941840,1479.7606601604068
1944518.4000000001,1479.7606601604068
1947196.8,1479.7606601604068
1949875.2,1479.7606601604068
1952553.6,1479.7606601604068
1955232,1479.7606601604068
1957910.4000000001,1479.7606601604068
1960588.8,1479.7606601604068
1963267.2,1479.7606601604068
1965600,1479.7606601604068
1965600,1479.7606601604068
1965945.6,1479.7606601604068
1968624,1480.1180697810364
1971302.4000000001,1481.2172331588158
1973980.8,1482.7560470171882
1976659.2,1484.5926653170452
1979337.6,1486.737122057371
1982016,1489.1241304969546
1984694.4000000001,1491.4969918714323
1987200,1493.7592564228228
1987200,1493.7592564228228
1987372.8,1493.916743048683
1990051.2,1496.3762581164867
1992729.6,1498.8498707111432
1995408,1501.2369312576498
1998086.4000000001,1503.45704242708
2000764.8,1505.657550736225
2003443.2,1507.897966244354
2006121.6,1510.1655027220681
2008800,1512.4513157179626
2011478.4000000001,1514.749390754191
2014156.8,1517.0299292666712
2016000,1518.5389348549904
2016000,1518.5389348549904
2016835.2,1519.333567211938
2019513.6,1521.7736971811105
2022192,1523.977969513229
2024870.4000000001,1525.915344461713
2027548.8,1527.5151708957014
2030227.2,1528.9438357132344
2032905.6,1530.2229069780187
2035584,1531.3492086153776
2038262.4000000001,1532.6240928915117
2040940.8,1534.000560948414
2043619.2,1535.4925141640656
2046297.6,1537.1186136385782
2048976,1538.811845836043
2051654.4000000001,1540.58865359169
2052000,1540.8280436512223
2052000,1540.8280436512223
2054332.8,1542.333057338448
2057011.2000000002,1544.5996771603632
2059689.6,1546.6995701644396
2062368,1548.5989099871676
2065046.4000000001,1550.4416977775993
2067724.8,1552.3234847928325
2070403.2000000002,1554.2317054501268
2073081.6,1556.1105292569425
2073600,1556.464568501484
2073600,1556.464568501484
2075760,1557.941043109147
2078438.4000000001,1559.7881332709972
2081116.8,1561.5463280696647
2083795.2000000002,1563.365779974963
2086473.6,1565.2944289682835
2089152,1567.304229006752
2091830.4000000001,1569.4605030002513
2094508.8,1571.861780832601
2097187.2,1574.3902950608497
2099865.6,1576.8465745057363
2102400,1579.089359417743
2102400,1579.089359417743
2102544,1579.2247094512318
