sep=,
Result 3|time [s] Case 1,Result 3|weaDat.weaBus.TDryBul Case 1,Result 3|zonHVAC.TAir [K] Case 1,Result 1|time [s] Case 1,Result 1|weaDat.weaBus.TDryBul Case 1,Result 1|zonHVAC.TAir [K] Case 1,Result 1|time [s] Case 1,Result 1|weaDat.weaBus.TDryBul Case 1,Result 1|zonHVAC.TAir [K] Case 1
171417.6,273.15,283.95022907681795,171417.6,273.15,280.5457951568897,160704,274.6334898285714,293.1502977665725
172800,273.15,283.898877255536,172800,273.15,280.49792408257525,163382.4,275.0667137057389,293.1502514599378
172800,273.15,283.898877255536,172800,273.15,280.49792408257525,166060.80000000002,275.2883320486954,293.1487847052903
174096,273.15,283.85114196103973,174096,273.15,280.4537134072605,168739.2,273.25437320347856,293.1476658303521
176774.4,273.15,283.7536709306256,176774.4,273.15,280.36380314097823,171417.6,273.15,293.15023382666936
179452.80000000002,273.15,283.6577302121245,179452.80000000002,273.15,280.275802408273,172800,273.15,293.15019076978604
182131.2,273.53966499141796,283.58010240173616,182131.2,273.53966499141796,280.22087449202104,172800,273.15,293.15019076978604
184809.6,273.6666856843634,283.5099985666855,184809.6,273.6666856843634,280.17411752675304,174096,273.15,293.1501579227909
187488,273.06199999999995,283.3947081242776,187488,273.06199999999995,280.04425811078687,176774.4,273.15,293.15010712243384
190166.4,272.2436000000004,283.25312610656596,190166.4,272.2436000000004,279.8712997596958,179452.80000000002,273.15,293.1500727010162
192844.80000000002,271.42519999999973,283.10069802317355,192844.80000000002,271.42519999999973,279.6839141060427,182131.2,273.53966499141796,293.1511334835576
195523.2,270.6068000000002,282.9379457648533,195523.2,270.6068000000002,279.4831488963051,184809.6,273.6666856843634,293.14942073159875
198201.6,269.79673423359964,282.7673314455308,198201.6,269.79673423359964,279.27139554412105,187488,273.06199999999995,293.14865929152944
200880,269.8852,282.6699569952161,200880,269.8852,279.166375925684,190166.4,272.2436000000004,293.14885563226403
201600,269.84999999999997,282.6556079118375,201600,269.84999999999997,279.1513152236843,192844.80000000002,271.42519999999973,293.14897887583567
201600,269.84999999999997,282.6556079118375,201600,269.84999999999997,279.1513152236843,195523.2,270.6068000000002,293.14906330421775
203558.4,269.21176092160056,282.3738083439793,203558.4,269.21176092160056,278.8509151289429,198201.6,269.79673423359964,293.1493303967877
206236.80000000002,268.67274515199995,282.2903637535113,206236.80000000002,268.67274515199995,278.72703798021604,200880,269.8852,293.1515209426561
208915.2,268.76466803199986,282.2949396300162,208915.2,268.76466803199986,278.7198765189377,201600,269.84999999999997,293.150968867624
211593.6,269.1251370240002,282.3305515989206,211593.6,269.1251370240002,278.7595346439505,201600,269.84999999999997,293.150968867624
214272,269.56216639999997,282.36308263369284,214272,269.56216639999997,278.80251489142756,203558.4,269.21176092160056,293.1501374583797
216950.4,270.0195654399997,282.39605364948466,216950.4,270.0195654399997,278.8498637350765,206236.80000000002,268.67274515199995,293.15209852218914
219628.80000000002,270.34999999999997,282.43369199445533,219628.80000000002,270.34999999999997,278.90060150254067,208915.2,268.76466803199986,293.15251192076147
222307.2,270.34999999999997,282.4517862902668,222307.2,270.34999999999997,278.91467900446105,211593.6,269.1251370240002,293.1516965096855
224985.6,270.34999999999997,282.4305549109182,224985.6,270.34999999999997,278.89043861910545,214272,269.56216639999997,293.1512364243168
227664,270.34999999999997,282.3635457436431,227664,270.34999999999997,278.8232789378717,216950.4,270.0195654399997,293.15104790766395
230342.4,270.34999999999997,282.2585498780464,230342.4,270.34999999999997,278.7197522929842,219628.80000000002,270.34999999999997,293.15016407359036
233020.80000000002,270.34999999999997,282.1044777618126,233020.80000000002,270.34999999999997,278.5712478226419,222307.2,270.34999999999997,293.1497555056251
235699.2,270.34999999999997,281.9409346227339,235699.2,270.34999999999997,278.41490630670995,224985.6,270.34999999999997,293.1491642457421
237600,270.34999999999997,281.8281616119156,237600,270.34999999999997,278.3075087051731,227664,270.34999999999997,293.14887250690816
237600,270.34999999999997,281.8281616119156,237600,270.34999999999997,278.3075087051731,230342.4,270.34999999999997,293.1486147548365
238377.6,270.34999999999997,281.95350814908727,238377.6,270.34999999999997,278.4301737372547,233020.80000000002,270.34999999999997,293.1486493747715
241056,270.34999999999997,281.8780844399118,241056,270.34999999999997,278.3547613484256,235699.2,270.34999999999997,293.1491500049419
243734.4,270.34999999999997,281.7678862852418,243734.4,270.34999999999997,278.2500298006517,237600,270.34999999999997,293.1493524576263
246412.80000000002,270.34999999999997,281.65929173322223,246412.80000000002,270.34999999999997,278.1474732633164,237600,270.34999999999997,293.1493524576263
249091.2,270.34999999999997,281.55239031194685,249091.2,270.34999999999997,278.04709472703183,238377.6,270.34999999999997,293.14597131143825
251769.6,270.34999999999997,281.4471397359263,251769.6,270.34999999999997,277.9488710847591,241056,270.34999999999997,293.1493003901561
254448,270.34999999999997,281.3435246782138,254448,270.34999999999997,277.85273268657744,243734.4,270.34999999999997,293.1495250456304
257126.40000000002,270.34999999999997,281.2415177093376,257126.40000000002,270.34999999999997,277.75864330937264,246412.80000000002,270.34999999999997,293.1496771693006
259200,270.34999999999997,281.1636366625328,259200,270.34999999999997,277.68719429769243,249091.2,270.34999999999997,293.14978191901605
259200,270.34999999999997,281.1636366625328,259200,270.34999999999997,277.68719429769243,251769.6,270.34999999999997,293.14985229606674
259804.80000000002,270.34999999999997,281.14113582662907,259804.80000000002,270.34999999999997,277.6665794919315,254448,270.34999999999997,293.14989964207547
262483.2,270.34999999999997,281.04235049631905,262483.2,270.34999999999997,277.5764374891679,257126.40000000002,270.34999999999997,293.14993376682224
265161.60000000003,270.34999999999997,280.9450341747817,265161.60000000003,270.34999999999997,277.4882049473305,259200,270.34999999999997,293.1499495096999
267840,270.34999999999997,280.8492208290515,267840,270.34999999999997,277.4018464383887,259200,270.34999999999997,293.1499495096999
270518.4,270.32188198400013,280.75434395798214,270518.4,270.32188198400013,277.3164035847792,259804.80000000002,270.34999999999997,293.1499532999529
273196.8,269.8674110719999,280.6356597131638,273196.8,269.8674110719999,277.18665694789917,262483.2,270.34999999999997,293.14996834702026
275875.2,269.84999999999997,280.5324895790784,275875.2,269.84999999999997,277.0884408780539,265161.60000000003,270.34999999999997,293.1499785672882
278553.60000000003,269.84999999999997,280.435244778921,278553.60000000003,269.84999999999997,276.9999297330219,267840,270.34999999999997,293.1499854726539
281232,269.86641599999996,280.3399195322606,281232,269.86641599999996,276.9137665819914,270518.4,270.32188198400013,293.14966752183557
283910.4,270.29708324072703,280.26901244425255,283910.4,270.29708324072703,276.8711385876582,273196.8,269.8674110719999,293.1495938024804
286588.8,270.30302614109087,280.21243338663066,286588.8,270.30302614109087,276.82978201953176,275875.2,269.84999999999997,293.1500861575872
288000,270.34999999999997,280.2043609052186,288000,270.34999999999997,276.8262155019924,278553.60000000003,269.84999999999997,293.1500590165719
288000,270.34999999999997,280.2043609052186,288000,270.34999999999997,276.8262155019924,281232,269.86641599999996,293.15023268407276
289267.2,270.5507988223998,280.01017138066345,289267.2,270.5507988223998,276.6523341325404,283910.4,270.29708324072703,293.1506737750446
291945.60000000003,271.00216112374045,279.99650224827275,291945.60000000003,271.00216112374045,276.67472231287957,286588.8,270.30302614109087,293.1504395756118
294624,271.3790414545454,280.02728614417674,294624,271.3790414545454,276.7365654976136,288000,270.34999999999997,293.1515937327391
297302.4,271.4223737965715,280.08373867816374,297302.4,271.4223737965715,276.8102733921967,288000,270.34999999999997,293.1515937327391
299980.8,271.6359314874183,280.14245292838746,299980.8,271.6359314874183,276.88523397032424,289267.2,270.5507988223998,293.15165153812245
302659.2,272.0892193163635,280.2188600473816,302659.2,272.0892193163635,276.9954629626058,291945.60000000003,271.00216112374045,293.1517320777968
305337.60000000003,272.46946554181835,280.2952702321223,305337.60000000003,272.46946554181835,277.103800331587,294624,271.3790414545454,293.1516970428428
308016,272.6296693333333,280.3382483018751,308016,272.6296693333333,277.1722743159738,297302.4,271.4223737965715,293.15070566792826
310694.4,272.4275063505456,280.3474029405128,310694.4,272.4275063505456,277.1898717385779,299980.8,271.6359314874183,293.1512405731263
313372.8,272.0348870865454,280.3151320326854,313372.8,272.0348870865454,277.1534349232252,302659.2,272.0892193163635,293.15094959926864
316051.2,272.137579648,280.2552096161365,316051.2,272.137579648,277.1121761271736,305337.60000000003,272.46946554181835,293.15037985315723
318729.60000000003,271.16582282007187,280.1245780963269,318729.60000000003,271.16582282007187,276.9633207574869,308016,272.6296693333333,293.14942757485045
321408,270.042,279.9304583177704,321408,270.042,276.7233671291298,310694.4,272.4275063505456,293.14897071182924
324000,269.25,279.7532403258749,324000,269.25,276.51740942733625,313372.8,272.0348870865454,293.1486433131705
324000,269.25,279.7532403258749,324000,269.25,276.51740942733625,316051.2,272.137579648,293.1489750965663
324086.4,269.22360000000043,279.78158545280394,324086.4,269.22360000000043,276.5445958040681,318729.60000000003,271.16582282007187,293.1464673902348
326764.8,268.40519999999975,279.79509239494536,326764.8,268.40519999999975,276.5130113264245,321408,270.042,293.1483003779004
329443.2,267.97916802114776,279.6523215118435,329443.2,267.97916802114776,276.34390608536063,324000,269.25,293.14861187080186
332121.60000000003,268.2911549467323,279.55440037757035,332121.60000000003,268.2911549467323,276.2583393268133,324000,269.25,293.14861187080186
334800,268.75,279.47938644948016,334800,268.75,276.2103719097317,324086.4,269.22360000000043,293.1739557497121
337478.4,268.40104830836395,279.367610609511,337478.4,268.40104830836395,276.09157337059526,326764.8,268.40519999999975,293.14848348133864
340156.8,267.6131999999998,279.22037115306665,340156.8,267.6131999999998,275.9109352346848,329443.2,267.97916802114776,293.1502668694969
342835.2,266.7948000000002,279.0586859160408,342835.2,266.7948000000002,275.7094571030345,332121.60000000003,268.2911549467323,293.15088379276546
345513.60000000003,265.9763999999995,278.8867091142126,345513.60000000003,265.9763999999995,275.49481781761307,334800,268.75,293.1499661456696
345600,265.95,278.8809949664062,345600,265.95,275.48767944988424,337478.4,268.40104830836395,293.148923003402
345600,265.95,278.8809949664062,345600,265.95,275.48767944988424,340156.8,267.6131999999998,293.1487691560891
348192,265.8498912,278.73613453398445,348192,265.8498912,275.3252074853628,342835.2,266.7948000000002,293.1489166777584
350870.4,266.18420141355716,278.62295203413066,350870.4,266.18420141355716,275.2221746281225,345513.60000000003,265.9763999999995,293.1490212283459
353548.8,266.4539117703529,278.5193797930477,353548.8,266.4539117703529,275.13309394997674,345600,265.95,293.1490240111076
356227.2,265.9956264073848,278.37959478979866,356227.2,265.9956264073848,274.97520635167683,345600,265.95,293.1490240111076
358905.60000000003,264.9372311242908,278.1983357087141,358905.60000000003,264.9372311242908,274.74543897408165,348192,265.8498912,293.1508357534596
361584,262.8439589565217,277.9454666125842,361584,262.8439589565217,274.3925752432473,350870.4,266.18420141355716,293.1509669327691
364262.4,260.4604501467439,277.62751227370234,364262.4,260.4604501467439,273.93899265133797,353548.8,266.4539117703529,293.1499154865978
366940.8,258.86677935908534,277.3249277681147,366940.8,258.86677935908534,273.5296043184592,356227.2,265.9956264073848,293.14894132546607
369619.2,258.12735243093334,277.05133660657344,369619.2,258.12735243093334,273.1840424028831,358905.60000000003,264.9372311242908,293.1478639860842
372297.60000000003,258.5577946804153,276.8774358924436,372297.60000000003,258.5577946804153,272.9918691228537,361584,262.8439589565217,293.1461485211714
374400,259.25,276.93315492461545,374400,259.25,273.0556678157639,364262.4,260.4604501467439,293.14777334100506
374400,259.25,276.93315492461545,374400,259.25,273.0556678157639,366940.8,258.86677935908534,293.1489648656919
374976,259.2766870153846,276.83374802186955,374976,259.2766870153846,272.9554543532712,369619.2,258.12735243093334,293.15060854949263
377654.4,259.09695663852256,277.06766223243363,377654.4,259.09695663852256,273.1399176361354,372297.60000000003,258.5577946804153,293.1543948059291
380332.8,260.64966732005564,277.6358181589744,380332.8,260.64966732005564,273.71865220590666,374400,259.25,293.1567364291557
383011.2,262.35900211347075,278.33252821260834,383011.2,262.35900211347075,274.44106135062,374400,259.25,293.1567364291557
385689.60000000003,264.0348122880008,279.0458331721603,385689.60000000003,264.0348122880008,275.18451275931426,374976,259.2766870153846,293.1576121184366
388368,265.21185599999995,279.7116830416599,388368,265.21185599999995,275.8658740467361,377654.4,259.09695663852256,293.1583385470948
391046.4,266.0363999999995,280.33005888922554,391046.4,266.0363999999995,276.48343216938036,380332.8,260.64966732005564,293.1592227246532
393724.8,266.8548000000002,280.87403921616124,393724.8,266.8548000000002,277.0293764339421,383011.2,262.35900211347075,293.15712813010214
396403.2,267.69060627255624,281.317067176416,396403.2,267.69060627255624,277.4817069448291,384260.6017558927,263.1652425270591,293.1560432096774
399081.60000000003,269.02482791624413,281.64816345067777,399081.60000000003,269.02482791624413,277.85348516242686,384260.6017558927,263.1652425270591,293.1560432096774
401760,269.856352173913,281.7177946522475,401760,269.856352173913,277.9657804509538,384264.0212326832,263.1674165559275,293.1560431077319
404438.4,269.5114296960005,281.6212216792678,404438.4,269.5114296960005,277.86859403688294,384264.0212326832,263.1674165559275,293.1560431077319
407116.8,268.69719999999984,281.41300808551216,407116.8,268.69719999999984,277.6265491640246,385689.60000000003,264.0348122880008,293.28678862757715
409795.2,268.2508000000001,281.20521935388837,409795.2,268.2508000000001,277.40319309337553,388368,265.21185599999995,293.58178321873737
410400,268.15,281.1587279372147,410400,268.15,277.35317164625394,391046.4,266.0363999999995,293.8234967426973
410400,268.15,281.1587279372147,410400,268.15,277.35317164625394,393724.8,266.8548000000002,294.00143242004407
412473.60000000003,267.8043999999997,281.22497095952866,412473.60000000003,267.8043999999997,277.39563330952876,396403.2,267.69060627255624,294.0934611638872
415152,267.271984,281.0576950929074,415152,267.271984,277.20473319481647,399081.60000000003,269.02482791624413,294.1125738899798
417830.4,266.37960000000044,280.8589185804479,417830.4,266.37960000000044,276.9627568497085,401760,269.856352173913,293.8797136974063
420508.8,265.56119999999976,280.65233442018433,420508.8,265.56119999999976,276.7121219801346,404438.4,269.5114296960005,293.4449271187165
423187.2,264.7428000000002,280.4363922428944,423187.2,264.7428000000002,276.4500477945028,407116.8,268.69719999999984,293.14260802975696
425865.60000000003,264.1564772608001,280.2177820335703,425865.60000000003,264.1564772608001,276.1886723701295,409795.2,268.2508000000001,293.1449658986793
428544,264.20599999999996,280.04494881582764,428544,264.20599999999996,276.0122277056859,410400,268.15,293.1453551697431
431222.4,263.3876000000004,279.8204671443806,431222.4,263.3876000000004,275.74156472508855,410400,268.15,293.1453551697431
432000,263.15,279.7527111542126,432000,263.15,275.6592625947121,412473.60000000003,267.8043999999997,293.146067769099
432000,263.15,279.7527111542126,432000,263.15,275.6592625947121,415152,267.271984,293.14665504436
433900.8,262.56919999999974,279.58364532992454,433900.8,262.56919999999974,275.4538004604544,417830.4,266.37960000000044,293.1474495984825
436579.2,261.9297646848,279.3428863111397,436579.2,261.9297646848,275.16412325436784,420508.8,265.56119999999976,293.14802482291503
439257.60000000003,262.0384739558182,279.1481264597531,439257.60000000003,262.0384739558182,274.9613749162028,423187.2,264.7428000000002,293.14841718748136
441936,261.26367104537815,278.91036019155973,441936,261.26367104537815,274.6780663547065,425865.60000000003,264.1564772608001,293.15025854810233
444614.4,260.0215396514917,278.6353061462086,444614.4,260.0215396514917,274.3318736236354,428544,264.20599999999996,293.1486859435305
447292.8,259.15949857745454,278.3488028242997,447292.8,259.15949857745454,273.9755093650835,431222.4,263.3876000000004,293.14879600497704
449971.2,259.2529925934546,278.12351065303835,449971.2,259.2529925934546,273.73370906613025,432000,263.15,293.14884378311496
452649.60000000003,258.85532735999976,277.87803427906596,452649.60000000003,258.85532735999976,273.45320965792456,432000,263.15,293.14884378311496
455328,258.7309396363636,277.63898053548826,455328,258.7309396363636,273.1869445343364,433900.8,262.56919999999974,293.1489397714943
458006.4,258.64203388974573,277.4285743230107,458006.4,258.64203388974573,272.95824489555963,436579.2,261.9297646848,293.1503702682867
460684.8,258.14185551360004,277.3424387787423,460684.8,258.14185551360004,272.82413103158365,439257.60000000003,262.0384739558182,293.1495329707425
460800,258.15,277.3485940207749,460800,258.15,272.8285945370973,441936,261.26367104537815,293.14874509187484
460800,258.15,277.3485940207749,460800,258.15,272.8285945370973,444614.4,260.0215396514917,293.14791853999105
463363.2,258.943974760727,277.42250438729747,463363.2,258.943974760727,272.90647157102734,447292.8,259.15949857745454,293.1504603057192
466041.60000000003,259.4823762734547,277.86054145511537,466041.60000000003,259.4823762734547,273.33222017408895,449971.2,259.2529925934546,293.150109637924
468720,260.07,278.342285591017,468720,260.07,273.7927136755983,452649.60000000003,258.85532735999976,293.1496926813096
471398.4,260.88839999999954,278.68128027319045,471398.4,260.88839999999954,274.13236740552543,455328,258.7309396363636,293.1504128094831
474076.8,261.7068000000002,278.6787365558263,474076.8,261.7068000000002,274.151405242161,458006.4,258.64203388974573,293.15030560294036
476755.2,261.9531678375726,278.71162148403414,476755.2,261.9531678375726,274.19336667295585,460684.8,258.14185551360004,293.1558653025029
479433.60000000003,261.524535166778,278.62576523051825,479433.60000000003,261.524535166778,274.06857862575544,460800,258.15,293.15609574445415
482112,262.07408036498674,278.5191793506637,482112,262.07408036498674,273.981364848724,460800,258.15,293.15609574445415
484790.4,261.65238968163845,278.46670472994964,484790.4,261.65238968163845,273.90470924517376,463363.2,258.943974760727,293.15845547374215
487468.8,261.25284781060805,278.36362850445414,487468.8,261.25284781060805,273.7722044591252,466041.60000000003,259.4823762734547,293.15626006527003
490147.2,260.76866372100466,278.1960330536397,490147.2,260.76866372100466,273.5772022881843,468720,260.07,293.1543391356196
492825.60000000003,258.92618774884767,277.86323265235177,492825.60000000003,258.92618774884767,273.1562192200202,471398.4,260.88839999999954,293.1462418440144
495504,257.98888668131866,277.5205722227208,495504,257.98888668131866,272.7519592609626,474076.8,261.7068000000002,293.1484765285601
496800,257.54999999999995,277.359078975644,496800,257.54999999999995,272.56462596604456,476755.2,261.9531678375726,293.1469218012036
496800,257.54999999999995,277.359078975644,496800,257.54999999999995,272.56462596604456,479433.60000000003,261.524535166778,293.14736896205574
498182.4,256.9437849422776,277.3861872006529,498182.4,256.9437849422776,272.54935154917484,482112,262.07408036498674,293.14897267225774
500860.8,255.83389973520866,277.0745347646877,500860.8,255.83389973520866,272.1601499174128,484790.4,261.65238968163845,293.1484126032998
503539.2,255.99937597468133,276.814377388081,503539.2,255.99937597468133,271.88163250267354,487468.8,261.25284781060805,293.14839586910466
506217.60000000003,254.67734890272726,276.49872427791286,506217.60000000003,254.67734890272726,271.4976224549236,490147.2,260.76866372100466,293.14617313769594
508896,254.45204996923076,276.1918643113037,508896,254.45204996923076,271.1417463809136,492825.60000000003,258.92618774884767,293.1458308342792
511574.4,254.90671749973308,275.95064769093943,511574.4,254.90671749973308,270.90309507892687,495504,257.98888668131866,293.147962511288
514252.80000000005,255.28937762330264,275.71675535316433,514252.80000000005,255.28937762330264,270.67254790286717,496800,257.54999999999995,293.1479339546701
516931.2,254.7234964809146,275.4498143548671,516931.2,254.7234964809146,270.37670749945136,496800,257.54999999999995,293.1479339546701
518400,254.24999999999997,275.2779296327385,518400,254.24999999999997,270.16969763074127,498182.4,256.9437849422776,293.1474912134799
518400,254.24999999999997,275.2779296327385,518400,254.24999999999997,270.16969763074127,500860.8,255.83389973520866,293.1488714913197
519609.60000000003,254.24555916800006,275.1546892556634,519609.60000000003,254.24555916800006,270.03493679437247,503539.2,255.99937597468133,293.14999895836166
522288,254.2134101333333,274.8998036493855,522288,254.2134101333333,269.7670445353337,506217.60000000003,254.67734890272726,293.14719398610123
524966.4,253.85101348693354,274.6263296549829,524966.4,253.85101348693354,269.4643432961387,508896,254.45204996923076,293.15106998937074
527644.8,253.40919999999986,274.3459359001298,527644.8,253.40919999999986,269.15030128557675,511574.4,254.90671749973308,293.1507608601687
530323.2000000001,252.9628000000001,274.0620438101235,530323.2000000001,252.9628000000001,268.8320929284079,514252.80000000005,255.28937762330264,293.1505215743955
533001.6,252.51730567679974,273.7758713448386,533001.6,252.51730567679974,268.5111903607762,516931.2,254.7234964809146,293.147885262555
535680,252.15959999999998,273.4914381904504,535680,252.15959999999998,268.1959181874917,518400,254.24999999999997,293.1495283383873
538358.4,251.4905568333918,273.1936754195757,538358.4,251.4905568333918,267.8566532804233,518400,254.24999999999997,293.1495283383873
541036.8,250.70531577242218,272.87405379724925,541036.8,250.70531577242218,267.48254667903586,519609.60000000003,254.24555916800006,293.15037122807746
543715.2000000001,250.34199195907786,272.60143584168526,543715.2000000001,250.34199195907786,267.173034966687,522288,254.2134101333333,293.1495244580765
546393.6,250.9673623949249,272.56584257044506,546393.6,250.9673623949249,267.13407705767196,524966.4,253.85101348693354,293.1494916826199
547200,251.45,272.645924392192,547200,251.45,267.2247891938647,527644.8,253.40919999999986,293.1494639468001
547200,251.45,272.645924392192,547200,251.45,267.2247891938647,530323.2000000001,252.9628000000001,293.1495040864836
549072,253.23191366305417,272.7656457725812,549072,253.23191366305417,267.4066480568254,533001.6,252.51730567679974,293.1495401997992
551750.4,255.4720575350532,273.36244955179524,551750.4,255.4720575350532,268.0866347167772,535680,252.15959999999998,293.14966990165226
554428.8,257.0659411884142,274.02928130761114,554428.8,257.0659411884142,268.8007504813592,538358.4,251.4905568333918,293.148739792266
557107.2000000001,258.4164614819307,274.7282654933825,557107.2000000001,258.4164614819307,269.53758985496046,541036.8,250.70531577242218,293.1399716740249
559785.6,258.79644213620844,275.36648709685505,559785.6,258.79644213620844,270.1779543850043,543715.2000000001,250.34199195907786,293.14466877072914
562464,258.98797911055897,275.91528102091826,562464,258.98797911055897,270.70216964910975,546393.6,250.9673623949249,293.1580884140925
565142.4,259.83719665896115,276.4930461772296,565142.4,259.83719665896115,271.2948060514083,547200,251.45,293.1600415050434
567820.8,260.352950656,277.0021546016099,567820.8,260.352950656,271.8086778340434,547200,251.45,293.1600415050434
570499.2000000001,260.1373222357803,277.3738558262275,570499.2000000001,260.1373222357803,272.1560714242336,549072,253.23191366305417,293.16198114939806
573177.6,259.73201286058253,277.5861015308835,573177.6,259.73201286058253,272.33344330822564,551750.4,255.4720575350532,293.1585244768921
575856,259.27756407601805,277.60275294481704,575856,259.27756407601805,272.318885153696,554428.8,257.0659411884142,293.1566172553807
578534.4,257.6496399523341,277.31553551682316,578534.4,257.6496399523341,271.9644721996926,557107.2000000001,258.4164614819307,293.15426005651176
581212.8,256.7525897550768,276.95670314810724,581212.8,256.7525897550768,271.54938574377854,558752.5464438106,258.87474683846744,293.15164509179385
583200,256.45,276.72238321242094,583200,256.45,271.30112078457233,558752.5464438106,258.87474683846744,293.15164509179385
583200,256.45,276.72238321242094,583200,256.45,271.30112078457233,558756.9129700687,258.8748791160386,293.1516368191982
583891.2000000001,256.18278076342887,276.79715280464694,583891.2000000001,256.18278076342887,271.3615659707257,558756.9129700687,258.8748791160386,293.1516368191982
586569.6,254.91159681828523,276.51130962083454,586569.6,254.91159681828523,271.0013019848106,559785.6,258.79644213620844,293.1618216167506
589248,254.9156530285714,276.2317237814623,589248,254.9156530285714,270.7028690677239,562464,258.98797911055897,293.1962863839702
591926.4,254.39568074494457,275.9487906912541,591926.4,254.39568074494457,270.3952601780196,565142.4,259.83719665896115,293.31163597588056
594604.8,253.6105746361942,275.6324916276661,594604.8,253.6105746361942,270.0301613444809,567820.8,260.352950656,293.35847975037603
597283.2000000001,253.1751246112737,275.3289341340065,597283.2000000001,253.1751246112737,269.69275624682393,570499.2000000001,260.1373222357803,293.2488104822537
599961.6,253.60323901289448,275.06908283226096,599961.6,253.60323901289448,269.43646472547914,573177.6,259.73201286058253,293.14489539615516
602640,253.58586700767262,274.81430846150073,602640,253.58586700767262,269.1827760184376,575856,259.27756407601805,293.1429720291434
604800,253.14999999999998,274.58014815235987,604800,253.14999999999998,268.92518944510005,578534.4,257.6496399523341,293.1412700739906
604800,253.14999999999998,274.58014815235987,604800,253.14999999999998,268.92518944510005,581212.8,256.7525897550768,293.1460545642535
605318.4,252.99730658727006,274.52154944461716,605318.4,252.99730658727006,268.8592407807942,583200,256.45,293.1462759993925
607996.8,252.0787150703303,274.19829280377496,607996.8,252.0787150703303,268.483518188513,583200,256.45,293.1462759993925
610675.2000000001,252.04999999999998,273.9153580637781,610675.2000000001,252.04999999999998,268.1867587769035,583891.2000000001,256.18278076342887,293.1420246623765
613353.6,252.04999999999998,273.644507276936,613353.6,252.04999999999998,267.90951450648714,586569.6,254.91159681828523,293.14694428717837
616032,252.04999999999998,273.37784172997436,616032,252.04999999999998,267.63823423903153,589248,254.9156530285714,293.1494623679176
618710.4,252.04999999999998,273.115325736566,618710.4,252.04999999999998,267.37270387014826,591926.4,254.39568074494457,293.1479082175941
621388.8,251.6543116543998,272.8396054861503,621388.8,251.6543116543998,267.08076414194954,594604.8,253.6105746361942,293.1487952201642
624067.2000000001,251.45,272.56006765746406,624067.2000000001,251.45,266.78467352735316,597283.2000000001,253.1751246112737,293.1495459963484
626745.6,251.45,272.30077180109936,626745.6,251.45,266.52429631468675,599961.6,253.60323901289448,293.1511654795528
629424,251.45,272.0552996480463,629424,251.45,266.2792190549118,602640,253.58586700767262,293.1492398658219
632102.4,251.57451352696444,271.9563943129551,632102.4,251.57451352696444,266.179775715701,604800,253.14999999999998,293.1489646408922
633600,252.04999999999998,272.0677275575031,633600,252.04999999999998,266.3015462903551,604800,253.14999999999998,293.1489646408922
633600,252.04999999999998,272.0677275575031,633600,252.04999999999998,266.3015462903551,605318.4,252.99730658727006,293.1486502551448
634780.8,253.0712403266267,272.0734416383716,634780.8,253.0712403266267,266.34265305043107,607996.8,252.0787150703303,293.1494424091331
637459.2000000001,256.1728121073365,272.63588604059095,637459.2000000001,256.1728121073365,267.04004883529143,610675.2000000001,252.04999999999998,293.1502283558292
640137.6,258.3199147746753,273.24245896419666,640137.6,258.3199147746753,267.74478107705227,613353.6,252.04999999999998,293.1501554012854
642816,259.783216,273.891419378845,642816,259.783216,268.4629504864783,616032,252.04999999999998,293.15010556625725
645494.4,260.56717671563615,274.4967593962285,645494.4,260.56717671563615,269.10734404125924,618710.4,252.04999999999998,293.1500717203329
648172.8,261.00724211200026,275.03256368868824,648172.8,261.00724211200026,269.65946186865125,621388.8,251.6543116543998,293.14899042022955
650851.2000000001,262.3305383679997,275.6156205047247,650851.2000000001,262.3305383679997,270.30027944775674,624067.2000000001,251.45,293.15016212972387
653529.6,262.8716000000002,276.14135160860627,653529.6,262.8716000000002,270.8592968771349,626745.6,251.45,293.15010875086904
656208,263.318,276.5876842517215,656208,263.318,271.3308272046718,629424,251.45,293.15117890473107
658886.4,263.76388574719977,276.94543961611146,658886.4,263.76388574719977,271.71739246261956,632102.4,251.57451352696444,293.1549898832091
661564.8,263.81585384959993,277.1091915036202,661564.8,263.81585384959993,271.90312702869835,633600,252.04999999999998,293.15940019901495
664243.2000000001,263.40262315520016,276.9983425487248,664243.2000000001,263.40262315520016,271.80151162585804,633600,252.04999999999998,293.15940019901495
666921.6,263.15,276.7893620328525,666921.6,263.15,271.60734268365184,634780.8,253.0712403266267,293.1622833030429
669600,263.15,276.59543947463783,669600,263.15,271.44436610761966,637459.2000000001,256.1728121073365,293.1581870387204
669600,263.15,276.59543947463783,669600,263.15,271.44436610761966,640137.6,258.3199147746753,293.15659290686943
672278.4,263.15,276.6466346789118,672278.4,263.15,271.51490597140025,642816,259.783216,293.1542341871373
674956.8,263.3726949492365,276.514734011899,674956.8,263.3726949492365,271.41880055472024,645494.4,260.56717671563615,293.1510670940452
677635.2000000001,263.8751725930388,276.41109352248753,677635.2000000001,263.8751725930388,271.3702621500003,648168.3760115195,261.0056698296862,293.15161901062265
680313.6,264.2396585408833,276.30822042273803,680313.6,264.2396585408833,271.31812843732985,648168.3760115195,261.0056698296862,293.15161901062265
682992,264.24857694117645,276.19471795760853,682992,264.24857694117645,271.2420027765063,648172.7371703128,261.0072197446162,293.15163114713454
