sep=,
Result 3|time [s] Case 1,Result 3|weaDat.weaBus.TDryBul Case 1,Result 3|zonHVAC.TAir [K] Case 1,Result 1|time [s] Case 1,Result 1|weaDat.weaBus.TDryBul Case 1,Result 1|zonHVAC.TAir [K] Case 1,Result 1|time [s] Case 1,Result 1|weaDat.weaBus.TDryBul Case 1,Result 1|zonHVAC.TAir [K] Case 1
64800,271.45,288.6514079969618,64800,271.45,285.4471153959792,58924.8,272.04999999999995,293.1474765636626
66960,271.1302181818182,288.661392036718,66960,271.1302181818182,285.40387709644574,61603.200000000004,272.0354863639273,293.14816257734566
69638.40000000001,271.1801122454343,288.45085165824975,69638.40000000001,271.1801122454343,285.15256731791305,64281.600000000006,271.54417235549056,293.1480203263777
72316.8,272.04555854931226,288.31029606905383,72316.8,272.04555854931226,285.0270932902705,64800,271.45,293.1482858108064
74995.2,271.48610202747597,288.09967110025434,74995.2,271.48610202747597,284.7676715823329,64800,271.45,293.1482858108064
77673.6,271.8567200035314,287.9208804149683,77673.6,271.8567200035314,284.5708252385746,66960,271.1302181818182,293.14841958595844
80352,271.9024416,287.753797258025,80352,271.9024416,284.39007859070387,69638.40000000001,271.1801122454343,293.15108595224257
83030.40000000001,271.42952920395305,287.54685171731217,83030.40000000001,271.42952920395305,284.1366965537927,72316.8,272.04555854931226,293.1492514890674
85708.8,271.4808620959855,287.3644758650501,85708.8,271.4808620959855,283.93118703696194,74995.2,271.48610202747597,293.1488872064197
86400,271.45,287.318128653344,86400,271.45,283.87904283710105,77673.6,271.8567200035314,293.1508947455797
86400,271.45,287.318128653344,86400,271.45,283.87904283710105,80352,271.9024416,293.1489691588649
88387.2,270.18103629017713,287.1313703014796,88387.2,270.18103629017713,283.6299203439765,83030.40000000001,271.42952920395305,293.14951819185546
91065.6,269.4475003102791,286.86159109730943,91065.6,269.4475003102791,283.2766674745941,85708.8,271.4808620959855,293.1500359361836
93744,270.3428391229236,286.71893372446607,93744,270.3428391229236,283.15477700151973,86400,271.45,293.14966169208645
96422.40000000001,269.8957444197211,286.51279318354506,96422.40000000001,269.8957444197211,282.9103000882841,86400,271.45,293.14966169208645
99100.8,270.00510447542865,286.32249839736994,99100.8,270.00510447542865,282.6980991899375,88387.2,270.18103629017713,293.1461953912486
101779.2,270.76811482168847,286.17517643309617,101779.2,270.76811482168847,282.56183863714466,91065.6,269.4475003102791,293.1520385959676
104457.6,272.0576487214547,286.0889884356374,104457.6,272.0576487214547,282.528850534087,93744,270.3428391229236,293.1499803565968
107136,272.0183287272727,285.9461402884487,107136,272.0183287272727,282.3822359644852,96422.40000000001,269.8957444197211,293.1494558847539
109814.40000000001,272.3165445236361,285.81144820443006,109814.40000000001,272.3165445236361,282.25098093261954,99100.8,270.00510447542865,293.15070409001714
112492.8,272.5604980293818,285.6919481114231,112492.8,272.5604980293818,282.14173080764255,101779.2,270.76811482168847,293.15231381982494
115171.2,272.54529380770896,285.56499554012845,115171.2,272.54529380770896,282.0088458991838,104457.6,272.0576487214547,293.1504570098883
115200,272.54999999999995,285.56393786266415,115200,272.54999999999995,282.0078709508414,107136,272.0183287272727,293.14953851856063
115200,272.54999999999995,285.56393786266415,115200,272.54999999999995,282.0078709508414,109814.40000000001,272.3165445236361,293.1504944928057
117849.6,272.99160000000023,285.2607084706632,117849.6,272.99160000000023,281.7335732969552,112492.8,272.5604980293818,293.1497049782367
120528,273.438,285.2206353501585,120528,273.438,281.71458543620383,115171.2,272.54529380770896,293.15077160236143
123206.40000000001,273.9717865215994,285.1982241762227,123206.40000000001,273.9717865215994,281.7164129501595,115200,272.54999999999995,293.1508034341465
125884.8,274.8472876288,285.2177354281314,125884.8,274.8472876288,281.78477749213454,115200,272.54999999999995,293.1508034341465
128563.20000000001,274.84999999999997,285.2300025648301,128563.20000000001,274.84999999999997,281.8056017970283,117849.6,272.99160000000023,293.15180939973936
131241.6,274.84999999999997,285.2440913903418,131241.6,274.84999999999997,281.8240867871142,120528,273.438,293.1519212691472
133920,274.71050285714284,285.2485715483007,133920,274.71050285714284,281.83036532900206,123206.40000000001,273.9717865215994,293.1519611750939
136598.4,273.22356986368055,285.1528239144459,136598.4,273.22356986368055,281.6709960854767,125884.8,274.8472876288,293.1510486215024
139276.80000000002,272.5721765203318,285.0407196976971,139276.80000000002,272.5721765203318,281.51874578888345,128563.20000000001,274.84999999999997,293.1505248934699
141955.2,273.0138317915266,284.9366855536586,141955.2,273.0138317915266,281.42493332434185,131241.6,274.84999999999997,293.15034918832947
144633.6,273.8175695820801,284.850121145064,144633.6,273.8175695820801,281.3873500441834,133920,274.71050285714284,293.14866652827084
147312,273.77991104,284.7059983363819,147312,273.77991104,281.25466360270394,136598.4,273.22356986368055,293.1479421891431
149990.4,272.7886197018953,284.5072345887793,149990.4,272.7886197018953,281.0245720687228,139276.80000000002,272.5721765203318,293.1491513469796
151200,272.54999999999995,284.4121024701238,151200,272.54999999999995,280.91360645135313,141955.2,273.0138317915266,293.1511212610662
151200,272.54999999999995,284.4121024701238,151200,272.54999999999995,280.91360645135313,144633.6,273.8175695820801,293.14929420117346
152668.80000000002,272.97939071951527,284.5463427189982,152668.80000000002,272.97939071951527,281.0533363398385,147312,273.77991104,293.14874050768066
155347.2,273.82734618982386,284.5011869182763,155347.2,273.82734618982386,281.05704704766805,149990.4,272.7886197018953,293.1476036408891
158025.6,274.1909657262082,284.42722666950823,158025.6,274.1909657262082,281.0103036845316,151200,272.54999999999995,293.14980276841254
160704,274.6334898285714,284.3635322498602,160704,274.6334898285714,280.97861772006195,151200,272.54999999999995,293.14980276841254
163382.4,275.0667137057389,284.3080871034084,163382.4,275.0667137057389,280.95778886774815,152668.80000000002,272.97939071951527,293.15141768847104
166060.80000000002,275.2883320486954,284.25296302530637,166060.80000000002,275.2883320486954,280.93354934292256,155347.2,273.82734618982386,293.1499602328275
168739.2,273.25437320347856,284.0730451036336,168739.2,273.25437320347856,280.6795553403216,158025.6,274.1909657262082,293.15014601539906
